ID,Essayset,min_score,max_score,score_1,score_2,score_3,score_4,score_5,clarity,coherent,EssayText
204,1.0,0,3,3,3,3.0,3.0,2.5,above_average,average,first tell amount vinegar pour four container next say allow sample sit dry minute maybe need cover know information addition information determined mass
205,1.0,0,3,2,2,2.0,2.0,2.5,above_average,above_average,group procedure three thing need tell much vinegar poured container much sample added condition container placed hour
206,1.0,0,3,3,3,2.0,3.0,3.0,excellent,average,kind sample material using much vinegar put container clear rinse sample
207,1.0,0,3,2,2,2.0,2.0,2.0,excellent,average,need know much vinegar need pour pour seperate dentical container need know four different sample
208,1.0,0,3,0,0,0.5,0.0,0.0,worst,worst,order replicate experiment acid rain need get four seperate identical container material marble limestone wood plastic material need weigh put container material need weigh put container hour rinse solution weigh mass
209,1.0,0,3,3,3,2.5,2.0,2.0,above_average,above_average,order replicate experiment would need know much vinegar place container also would need know sample solid piece n small piece greas would need identify
210,1.0,0,3,1,1,1.5,1.0,1.0,average,worst,would add put four different sample four separate identical container poured vinegar butthey tell amount vinegar pour four identical container
211,1.0,0,3,3,3,2.5,3.0,3.0,excellent,average,procedure missing initial detail experiment control much vinegar placed cup percentage vinegar also cup group explain sample washed since washed jer sink piece could chip decreasing mass group also need specific container used whether atop color size
212,1.0,0,3,0,0,0.0,0.0,0.0,worst,worst,tool
213,1.0,0,3,2,2,2.0,2.0,2.0,excellent,above_average,desicable additional piece information would control group experiment would also helpful determine experiment performed well knowing sample covered much vinegar use
214,1.0,0,3,2,2,2.0,2.5,2.0,excellent,excellent,order replicate experiment would know four sample experiment tell would impossible without experiment told u vinegar substitute acid rain may confuse person wanted lab also lab said type container wether beaker test tube different type container
215,1.0,0,3,2,2,2.5,2.0,2.5,above_average,average,replicate experiment would need know much vinegar pour container insure sample amount react would need also know type container use
216,1.0,0,3,2,2,2.0,2.0,2.5,excellent,average,one piece information needed write sample working procedure repeat different sample never tell second piece information needed letting people experiment know must make table record starting mass ending mass difference two sample finally rd thing make known much sample needed much vinegar need add unit measure used
217,1.0,0,3,1,1,1.0,1.0,1.0,average,worst,additional information would need order replicate experiment leave container finish putting sample different container
218,1.0,0,3,1,1,0.5,1.0,0.5,worst,worst,additional information would needed procedure would someone find mass sample using find mass sample marble limestone wood plastic find different mass
219,1.0,0,3,2,2,2.0,2.0,2.5,above_average,excellent,order replicate experiment would need know much vinegar put container ling rinse sample much distilled water think would need know thing three could affect ending mass therefore ruining experiment also would want control group experiment see really vinegar affecting mass would water different container thing
220,1.0,0,3,0,1,1.0,2.0,1.0,excellent,worst,group would need put material information add measurement good procedure
221,1.0,0,3,2,2,2.0,2.5,2.0,above_average,above_average,additional information would need replicate experiment many ml vinigars poured four seperate container material supposed sampled four different sample information need replicate procedure
222,1.0,0,3,2,2,2.0,2.0,2.0,excellent,excellent,first thing student experiment second piece infor mation amount vinegar put container student also told much distilled water used rinse sample finally thier conclusion list material
223,1.0,0,3,1,1,1.5,0.5,1.0,average,worst,first put amount vinegar used say record data
224,1.0,0,3,2,2,2.0,1.5,2.0,above_average,excellent,additional information would needed order replicate experiment would following p explain four different sample would p explain much vinegar exactly poured four identical cup p another thing much distilled water used rinsing sample p indicate different amount liquid different mass sample
226,1.0,0,3,1,1,2.0,1.0,1.0,average,worst,order repeat experiment would need get sample material used experiment used marble limestone wood plastic second step find mass four sample follow procedure give experiment thats would experiment
227,1.0,0,3,1,1,1.0,1.5,1.0,above_average,worst,would need know investigation need know kined sample talking used determine mass information help reader help understaned investigation better
228,1.0,0,3,3,2,2.0,2.0,2.0,excellent,excellent,would need know amount vinegar poured container order put sample take allat long rinse
229,1.0,0,3,2,2,1.5,2.0,2.5,above_average,excellent,would need know much vinegar used much distilled water used kind container used
231,1.0,0,3,2,2,1.5,2.0,2.0,above_average,above_average,one piece information would need know order replicate group procedure much sample put vinegar filled container would also need know much vinegar used sample container would also need know much distilled water use cleaning sample used different amount water washing sample one may thoroughly washed another could mess result
232,1.0,0,3,2,2,1.5,2.5,2.0,above_average,above_average,additional information would need order replicate experiment much vinegar pour container determine mass four sample long rinse sample distilled water
234,1.0,0,3,1,1,1.0,1.5,1.0,above_average,worst,information would need order replicate experiment allow sample stand dry minute dry cool area type area dry sits min happens determine mass
235,1.0,0,3,0,0,0.0,0.0,0.0,average,worst,order rept experiment could multiple trial also kep lab going hour place also need ti tv dv content also could tabled data made graph show increase decrease
236,1.0,0,3,3,3,3.0,3.0,2.5,above_average,excellent,order replicate experiment need know material kind sample material experiment much vinegar rinse long
237,1.0,0,3,0,0,0.0,0.0,1.0,worst,worst,determine ending mass determine difference mass also mass everything marble limestone wood plastic would need add three mass starting ending difference mass get answer
238,1.0,0,3,1,2,2.0,2.5,2.0,above_average,excellent,step procedure missing would list gather material need know working nd say much vinegar pour container part procedure misssing much distilled water rinse sample information would make experiment validity container
